id,District,sub_district,CHPs_zone,Community,cycle,registrant,module,training_date,training_venue,trainer,training_topic,ben_id,hhid,gender,phy_state,_parent_index
2854,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-55-02,C1-204-6017-55,Male,N/A,56
2855,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-56-02,C1-204-6017-56,Male,N/A,56
2856,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-02-02,C1-204-6017-02,Male,N/A,56
2857,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-41-02,C1-204-6017-41,Male,N/A,56
2858,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-04-02,C1-204-6017-04,Male,N/A,56
2859,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-50-02,C1-204-6017-50,Male,N/A,56
2860,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-25-02,C1-204-6017-25,Male,N/A,56
2861,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-19-02,C1-204-6017-19,Male,N/A,56
2862,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-47-02,C1-204-6017-47,Male,N/A,57
2863,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-51-02,C1-204-6017-51,Male,N/A,57
2864,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-52-02,C1-204-6017-52,Male,N/A,57
2865,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-57-02,C1-204-6017-57,Male,N/A,57
2866,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-60-02,C1-204-6017-60,Male,N/A,57
2867,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-53-02,C1-204-6017-53,Male,N/A,57
2868,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-46-02,C1-204-6017-46,Male,N/A,57
2869,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-22-02,C1-204-6017-22,Male,N/A,57
2870,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-54-02,C1-204-6017-54,Male,N/A,57
2871,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-16-02,C1-204-6017-16,Male,N/A,57
2872,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-43-02,C1-204-6017-43,Male,N/A,58
2873,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-58-02,C1-204-6017-58,Male,N/A,58
2874,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-45-02,C1-204-6017-45,Male,N/A,58
2875,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-07-02,C1-204-6017-07,Male,N/A,58
2876,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-44-02,C1-204-6017-44,Male,N/A,58
2877,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-42-02,C1-204-6017-42,Male,N/A,58
2878,204-Saboba,328-Sambuli,4111-Kucha,6017-Lower Butoen,1,POBIDAN MOSES,N1. Agriculture and GFC Introduction,03/05/2023,CHIEF PALACE,Pobidan Moses,N1. Agriculture and GFC Introduction,C1-204-6017-01-02,C1-204-6017-01,Male,N/A,58
2879,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-44-02,C1-204-6066-44,Male,N/A,60
2880,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-28-02,C1-204-6066-28,Male,N/A,60
2881,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-19-02,C1-204-6066-19,Male,N/A,60
2882,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-45-02,C1-204-6066-45,Male,N/A,60
2883,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-04-02,C1-204-6066-04,Male,N/A,60
2884,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-42-02,C1-204-6066-42,Male,N/A,60
2885,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-16-02,C1-204-6066-16,Male,N/A,60
2886,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-60-02,C1-204-6066-60,Male,N/A,60
2887,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-41-02,C1-204-6066-41,Male,N/A,60
2888,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-02-02,C1-204-6066-02,Male,N/A,60
2889,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-07-02,C1-204-6066-07,Male,N/A,61
2890,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-22-02,C1-204-6066-22,Male,N/A,61
2891,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-48-02,C1-204-6066-48,Male,N/A,61
2892,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-59-02,C1-204-6066-59,Male,N/A,61
2893,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-44-02,C1-204-6066-44,Male,N/A,61
2894,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-43-02,C1-204-6066-43,Male,N/A,61
2895,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-56-02,C1-204-6066-56,Male,N/A,61
2896,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-50-02,C1-204-6066-50,Male,N/A,61
2897,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-53-02,C1-204-6066-53,Male,N/A,61
2898,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-01-02,C1-204-6066-01,Male,N/A,61
2899,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-10-02,C1-204-6066-10,Male,N/A,61
2900,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-54-02,C1-204-6066-54,Male,N/A,62
2901,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-58-02,C1-204-6066-58,Male,N/A,62
2902,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-46-02,C1-204-6066-46,Male,N/A,62
2903,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-25-02,C1-204-6066-25,Male,N/A,62
2904,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-49-02,C1-204-6066-49,Male,N/A,62
2905,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-51-02,C1-204-6066-51,Male,N/A,62
2906,204-Saboba,329-Wapuli,4118-Gbenja,6066-Nayil,1,Yakubu George Alhassan ,N1. Agriculture and GFC Introduction,04/05/2023,Weighing center ,Magbaan Solomon,N1. Agriculture and GFC Introduction,C1-204-6066-52-02,C1-204-6066-52,Male,N/A,62
2907,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-51-02,C1-202-5309-51,Male,N/A,64
2908,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-22-02,C1-202-5309-22,Male,N/A,64
2909,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-54-02,C1-202-5309-54,Male,N/A,64
2910,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-53-02,C1-202-5309-53,Male,N/A,64
2911,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-46-02,C1-202-5309-46,Male,N/A,64
2912,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-42-02,C1-202-5309-42,Male,N/A,64
2913,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-47-02,C1-202-5309-47,Male,N/A,64
2914,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-59-02,C1-202-5309-59,Male,N/A,64
2915,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-07-02,C1-202-5309-07,Male,N/A,64
2916,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-58-02,C1-202-5309-58,Male,N/A,64
2917,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-37-02,C1-202-5309-37,Male,N/A,64
2918,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-10-02,C1-202-5309-10,Male,N/A,64
2919,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-52-02,C1-202-5309-52,Male,N/A,64
2920,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-50-02,C1-202-5309-50,Male,N/A,64
2921,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-41-02,C1-202-5309-41,Male,N/A,64
2922,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-02-02,C1-202-5309-02,Male,N/A,64
2923,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-43-02,C1-202-5309-43,Male,N/A,64
2924,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-48-02,C1-202-5309-48,Male,N/A,64
2925,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-01-02,C1-202-5309-01,Male,N/A,64
2926,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-49-02,C1-202-5309-49,Male,N/A,64
2927,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-44-02,C1-202-5309-44,Male,N/A,64
2928,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-57-02,C1-202-5309-57,Male,N/A,64
2929,202-East Mamprusi,312-Nalerigu,4043-Brinya CHPS,5309-Kpikparibogu,1,Fawzia Mumuni,N1. Agriculture and GFC Introduction,29/04/2023,Kpikparibogu,Mumuni Fawzia,N1. Agriculture and GFC Introduction,C1-202-5309-56-02,C1-202-5309-56,Male,N/A,64
2930,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-44-02,C1-202-5326-44,Male,N/A,65
2931,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-01-02,C1-202-5326-01,Male,N/A,65
2932,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-16-02,C1-202-5326-16,Male,N/A,65
2933,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-31-02,C1-202-5326-31,Male,N/A,65
2934,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-41-02,C1-202-5326-41,Male,N/A,65
2935,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-47-02,C1-202-5326-47,Male,N/A,65
2936,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-40-02,C1-202-5326-40,Male,N/A,65
2937,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-13-02,C1-202-5326-13,Male,N/A,65
2938,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-49-02,C1-202-5326-49,Male,N/A,65
2939,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-48-02,C1-202-5326-48,Male,N/A,65
2940,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-42-02,C1-202-5326-42,Male,N/A,65
2941,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-56-02,C1-202-5326-56,Male,N/A,65
2942,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-58-02,C1-202-5326-58,Male,N/A,65
2943,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-50-02,C1-202-5326-50,Male,N/A,65
2944,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-52-02,C1-202-5326-52,Male,N/A,65
2945,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-60-02,C1-202-5326-60,Male,N/A,65
2946,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-46-02,C1-202-5326-46,Male,N/A,65
2947,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-54-02,C1-202-5326-54,Male,N/A,65
2948,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-43-02,C1-202-5326-43,Male,N/A,65
2949,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-45-02,C1-202-5326-45,Male,N/A,65
2950,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-25-02,C1-202-5326-25,Male,N/A,65
2951,202-East Mamprusi,312-Nalerigu,4046-Jawani CHPS,5326-Jawani,1,Isaac Tia,N1. Agriculture and GFC Introduction,30/04/2023,Jawani,Tia Isaac,N1. Agriculture and GFC Introduction,C1-202-5326-55-02,C1-202-5326-55,Male,N/A,65
